epoch,loss,lr,val_loss
0,0.8063404815166072,0.001,0.5202027559280396
1,0.4454196330099854,0.001,0.3617341220378876
2,0.3538343856557472,0.001,0.3020389974117279
3,0.30702820186932267,0.001,0.2703445553779602
4,0.27810047956079936,0.001,0.25018370151519775
5,0.25988311501954225,0.001,0.23804517090320587
6,0.2467765528683864,0.001,0.2259489893913269
7,0.23576055073966373,0.001,0.2186804711818695
8,0.22893531778887133,0.001,0.21023482084274292
9,0.21992750023945998,0.001,0.20370608568191528
10,0.21293786600450648,0.001,0.19949549436569214
11,0.2083824941525675,0.001,0.19411255419254303
12,0.20287211144523842,0.001,0.18950650095939636
13,0.19947612943533422,0.001,0.18706642091274261
14,0.19507309493007494,0.001,0.1838882714509964
15,0.19163506698310773,0.001,0.1796436756849289
16,0.1883007909435747,0.001,0.17718032002449036
17,0.18542941804257845,0.001,0.17384891211986542
18,0.18202946799305075,0.001,0.17166325449943542
19,0.1800759260603304,0.001,0.16914136707782745
20,0.17837761986358225,0.001,0.16847050189971924
21,0.17619354397856732,0.001,0.1695607304573059
22,0.1754312573519783,0.001,0.16382479667663574
23,0.17206970530666738,0.001,0.16201092302799225
24,0.17101767565818024,0.001,0.1607825756072998
25,0.1687012054301539,0.001,0.15916220843791962
26,0.1675805775447551,0.001,0.1575709879398346
27,0.16636822058343698,0.001,0.15654690563678741
28,0.16647830457777532,0.001,0.1617291420698166
29,0.16617369800787984,0.001,0.15626157820224762
30,0.1635365331336204,0.001,0.15536978840827942
31,0.16178906984277788,0.001,0.1531257927417755
32,0.1614053315187191,0.001,0.15316608548164368
33,0.15982533151193787,0.001,0.15203343331813812
34,0.16032079424753778,0.001,0.15147081017494202
35,0.15858641402632695,0.001,0.15087324380874634
36,0.15899744467140906,0.001,0.15174704790115356
37,0.15811107464341478,0.001,0.14983423054218292
38,0.15637775816934468,0.001,0.14947834610939026
39,0.1562834434936356,0.001,0.14945001900196075
40,0.15565122920604868,0.001,0.14869387447834015
41,0.1548617034825451,0.001,0.1471669226884842
42,0.15466276544604846,0.001,0.1478644609451294
43,0.15447701013329507,0.001,0.14846265316009521
44,0.15361285686976922,0.001,0.14527441561222076
45,0.15292883473928734,0.001,0.1461886167526245
46,0.15311644804859115,0.001,0.14623109996318817
47,0.1538234203024469,0.001,0.1455598771572113
48,0.15250958486941782,0.001,0.1460181474685669
49,0.14977278593539786,0.0005,0.14198990166187286
50,0.14823732462171757,0.0005,0.1417098343372345
51,0.14773390576227147,0.0005,0.14127489924430847
52,0.1473504746882009,0.0005,0.14087381958961487
53,0.1470960461956821,0.0005,0.1404896378517151
54,0.146839994009358,0.0005,0.14017386734485626
55,0.14659250269996918,0.0005,0.13991360366344452
56,0.14636433024490808,0.0005,0.13963435590267181
57,0.14619507758621159,0.0005,0.1397034376859665
58,0.14595546235952678,0.0005,0.13925699889659882
59,0.1458187397917521,0.0005,0.1393643021583557
60,0.14557451838515711,0.0005,0.13889175653457642
61,0.14535593022658397,0.0005,0.13899827003479004
62,0.14523649949288314,0.0005,0.13864125311374664
63,0.14501602551659992,0.0005,0.13842272758483887
64,0.1451353157827918,0.0005,0.13852962851524353
65,0.14482707600061306,0.0005,0.13828958570957184
66,0.14584085450737624,0.0005,0.13950291275978088
67,0.1453322902684818,0.0005,0.1380685418844223
68,0.14468430665323567,0.0005,0.13881056010723114
69,0.14403820462067074,0.0005,0.13822969794273376
70,0.14357853268452983,0.0005,0.13780885934829712
71,0.14322478394698496,0.0005,0.13691164553165436
72,0.14294399852941087,0.0005,0.1370202898979187
73,0.1427848014870841,0.0005,0.13675975799560547
74,0.142616153453252,0.0005,0.13694167137145996
75,0.142540763467171,0.0005,0.1364729255437851
76,0.1423694198149043,0.0005,0.1359439343214035
77,0.1421093283953226,0.0005,0.1363338828086853
78,0.141932328498128,0.0005,0.13546189665794373
79,0.14166677339830308,0.0005,0.13569170236587524
80,0.14164196070021332,0.0005,0.13539552688598633
81,0.14148079541152556,0.0005,0.13581328094005585
82,0.1414429206961416,0.0005,0.13575616478919983
83,0.1410513345277204,0.0005,0.13495692610740662
84,0.14128216511082642,0.0005,0.13490383327007294
85,0.1407395421992705,0.0005,0.1347527652978897
86,0.14087450241713131,0.0005,0.1361471563577652
87,0.14065627410056128,0.0005,0.13502907752990723
88,0.14026770812354655,0.0005,0.1344653218984604
89,0.14027740610482375,0.0005,0.1349419802427292
90,0.14003100597183715,0.0005,0.13470736145973206
91,0.13981206895344012,0.0005,0.13427616655826569
92,0.13964993433979206,0.0005,0.13402816653251648
93,0.13941752085280035,0.0005,0.13457302749156952
94,0.13946137256643118,0.0005,0.13383233547210693
95,0.13916496183565638,0.0005,0.1334722638130188
96,0.13897882127433875,0.0005,0.13466496765613556
97,0.13909158209225234,0.0005,0.13464146852493286
98,0.14002622315239552,0.0005,0.1342131644487381
99,0.13796858686726682,0.00025,0.13284148275852203
100,0.13752386330250696,0.00025,0.13258294761180878
101,0.1373568815096207,0.00025,0.13262337446212769
102,0.1372353811001665,0.00025,0.1326351761817932
103,0.13712993226814466,0.00025,0.13273711502552032
104,0.13703501179187663,0.00025,0.13264648616313934
105,0.1369461614682362,0.00025,0.13254854083061218
106,0.1368676988811381,0.00025,0.13254421949386597
107,0.1367845481279445,0.00025,0.1324460357427597
108,0.13671132145058298,0.00025,0.13245710730552673
109,0.13662517027426685,0.00025,0.13238291442394257
110,0.13654870925209997,0.00025,0.13235069811344147
111,0.1364702853292801,0.00025,0.13233144581317902
112,0.13639544532445255,0.00025,0.13228242099285126
113,0.136318634290245,0.00025,0.1323019117116928
114,0.13624685527216143,0.00025,0.1321282982826233
115,0.1361741128003665,0.00025,0.1321735829114914
116,0.13608950482160592,0.00025,0.13224130868911743
117,0.13605217641771902,0.00025,0.13207383453845978
118,0.13599173325709812,0.00025,0.13206781446933746
119,0.1360165045656821,0.00025,0.1322765350341797
120,0.1363041431249929,0.00025,0.1328890025615692
121,0.1360532865804147,0.00025,0.1321074217557907
122,0.1357631944548851,0.00025,0.13164757192134857
123,0.1356363470244301,0.00025,0.13185594975948334
124,0.13555310993805147,0.00025,0.13147105276584625
125,0.13546383141777815,0.00025,0.1316198706626892
126,0.13539347498832421,0.00025,0.13158804178237915
127,0.13534251296466776,0.00025,0.13161231577396393
128,0.1352271303803599,0.00025,0.13153702020645142
129,0.1351804633893153,0.00025,0.13143956661224365
130,0.13511274164444806,0.00025,0.13154549896717072
131,0.1350622885972135,0.00025,0.13141880929470062
132,0.13500814237546638,0.00025,0.13126444816589355
133,0.1350380990009946,0.00025,0.1310732662677765
134,0.1349035354093875,0.00025,0.13112370669841766
135,0.13478839158860137,0.00025,0.13089615106582642
136,0.13477840696178975,0.00025,0.13120968639850616
137,0.13559248805616772,0.00025,0.13158437609672546
138,0.134950892692074,0.00025,0.1306750476360321
139,0.1347085943714429,0.00025,0.13113924860954285
140,0.13451571016149252,0.00025,0.13049198687076569
141,0.13443710854805943,0.00025,0.13095852732658386
142,0.13444922980922971,0.00025,0.1308620572090149
143,0.1342704754614885,0.00025,0.13067927956581116
144,0.13418699232444894,0.00025,0.13041284680366516
145,0.13413231051151658,0.00025,0.13055764138698578
146,0.13405362394647502,0.00025,0.13068674504756927
147,0.13407662749080973,0.00025,0.1305236518383026
148,0.134196513940704,0.00025,0.13080285489559174
149,0.13369446687121317,0.000125,0.12995538115501404
150,0.13349448476736653,0.000125,0.12978067994117737
151,0.1333899127000925,0.000125,0.12970860302448273
152,0.13334056094817978,0.000125,0.1297360360622406
153,0.13330421197914294,0.000125,0.12970271706581116
154,0.13326927471407948,0.000125,0.12966115772724152
155,0.13323626752413195,0.000125,0.1295996606349945
156,0.13320422356034203,0.000125,0.12955842912197113
157,0.13317277794923946,0.000125,0.12950266897678375
158,0.13314133391656552,0.000125,0.1294494867324829
159,0.1331123994193125,0.000125,0.1294259876012802
160,0.13307998328588325,0.000125,0.12934836745262146
161,0.13304726325256322,0.000125,0.12931552529335022
162,0.13301862345733234,0.000125,0.1292998492717743
163,0.13298273396635038,0.000125,0.1292005032300949
164,0.13295552385364817,0.000125,0.12923118472099304
165,0.1329215865917689,0.000125,0.12921983003616333
166,0.13289264689328642,0.000125,0.12921984493732452
167,0.1328621255298222,0.000125,0.12912578880786896
168,0.13283877771647104,0.000125,0.1291559487581253
169,0.13279807042055541,0.000125,0.12898637354373932
170,0.13277354242837497,0.000125,0.12897342443466187
171,0.13274290939559794,0.000125,0.1290387064218521
172,0.13271573453567315,0.000125,0.12916846573352814
173,0.13267519617677384,0.000125,0.12910626828670502
174,0.13263649691301263,0.000125,0.12902481853961945
175,0.13261581750013454,0.000125,0.12884892523288727
176,0.13261005233640513,0.000125,0.12898045778274536
177,0.13255884335367857,0.000125,0.12888383865356445
178,0.13253454618953298,0.000125,0.12899084389209747
179,0.13250102069345826,0.000125,0.1288682520389557
180,0.13246832169983375,0.000125,0.12875767052173615
181,0.1324285002094141,0.000125,0.12880660593509674
182,0.1323940287830757,0.000125,0.1288062036037445
183,0.13236757664301368,0.000125,0.1287713646888733
184,0.13232945307769597,0.000125,0.12860585749149323
185,0.13230433592889082,0.000125,0.12851688265800476
186,0.13232835762472733,0.000125,0.12879350781440735
187,0.1323033701725518,0.000125,0.12871544063091278
188,0.13225850947278006,0.000125,0.1285928189754486
189,0.13220499553632453,0.000125,0.12847115099430084
190,0.13216174701721997,0.000125,0.12834207713603973
191,0.13213013482952013,0.000125,0.128493532538414
192,0.13210065255070033,0.000125,0.1284371316432953
193,0.13210222757689058,0.000125,0.12857586145401
194,0.13204427395043497,0.000125,0.12839403748512268
195,0.13204268205275665,0.000125,0.12838095426559448
196,0.13198522879360458,0.000125,0.12825645506381989
197,0.13198102972006426,0.000125,0.12830577790737152
198,0.13200153261982966,0.000125,0.1284230798482895
199,0.13172850461565874,6.25e-05,0.12815313041210175
200,0.13166366208901392,6.25e-05,0.12811346352100372
201,0.13163325147561747,6.25e-05,0.12804049253463745
202,0.13161201606034048,6.25e-05,0.12800706923007965
203,0.13159428921385602,6.25e-05,0.1279858648777008
204,0.13157834935630397,6.25e-05,0.127974733710289
205,0.13156193670699443,6.25e-05,0.1279602348804474
206,0.13154725678226267,6.25e-05,0.12795478105545044
207,0.13153212711733336,6.25e-05,0.12793049216270447
208,0.13151795796778198,6.25e-05,0.12794345617294312
209,0.1315029950997798,6.25e-05,0.12790080904960632
210,0.13148891653469613,6.25e-05,0.1279371678829193
211,0.13147368524894038,6.25e-05,0.12787075340747833
212,0.13146016713800235,6.25e-05,0.12791064381599426
213,0.13144451487593153,6.25e-05,0.1278669685125351
214,0.1314310319997111,6.25e-05,0.12789686024188995
215,0.1314146714367414,6.25e-05,0.1278352588415146
216,0.13140068751055606,6.25e-05,0.12786157429218292
217,0.13138383370849555,6.25e-05,0.12783712148666382
218,0.13137064135164192,6.25e-05,0.12784655392169952
219,0.13135595592046967,6.25e-05,0.12783634662628174
220,0.13134385197867104,6.25e-05,0.1278284192085266
221,0.1313298873096766,6.25e-05,0.12785518169403076
222,0.13131567379616632,6.25e-05,0.12778829038143158
223,0.13130176607882843,6.25e-05,0.12785348296165466
224,0.13128570107572252,6.25e-05,0.1277742087841034
225,0.13126976296455553,6.25e-05,0.1278478354215622
226,0.13125579142199187,6.25e-05,0.1277235597372055
227,0.1312430803106996,6.25e-05,0.1278209388256073
228,0.13123579484024217,6.25e-05,0.12772007286548615
229,0.13123485348272607,6.25e-05,0.12786246836185455
230,0.13120421071570362,6.25e-05,0.12775535881519318
231,0.13118848983352363,6.25e-05,0.12782537937164307
232,0.1311668806123872,6.25e-05,0.1277094930410385
233,0.13115274972076807,6.25e-05,0.12772732973098755
234,0.13113749642550418,6.25e-05,0.12764322757720947
235,0.13112303480793094,6.25e-05,0.12770281732082367
236,0.1311161509030892,6.25e-05,0.12768962979316711
237,0.13111260554282222,6.25e-05,0.12779973447322845
238,0.13108976076240467,6.25e-05,0.1277175098657608
239,0.13107538359798876,6.25e-05,0.12779730558395386
240,0.13105394773491366,6.25e-05,0.12767097353935242
241,0.13104177220397076,6.25e-05,0.12770220637321472
242,0.13102829991803142,6.25e-05,0.1276140809059143
243,0.1310175047554604,6.25e-05,0.12770920991897583
244,0.1309990778758647,6.25e-05,0.12764734029769897
245,0.13098436101698582,6.25e-05,0.1277366429567337
246,0.1309762593219243,6.25e-05,0.12761245667934418
247,0.13097133467145694,6.25e-05,0.1277126669883728
248,0.13094865934276073,6.25e-05,0.12759703397750854
249,0.13081274908963816,3.125e-05,0.12764330208301544
250,0.13078768457980347,3.125e-05,0.1276024729013443
251,0.13077789255740815,3.125e-05,0.1275821179151535
252,0.13076960838226792,3.125e-05,0.12757112085819244
253,0.13076164495864068,3.125e-05,0.12756061553955078
254,0.1307538196402974,3.125e-05,0.12755891680717468
255,0.13074654187957904,3.125e-05,0.12755176424980164
256,0.13073907652785166,3.125e-05,0.12755420804023743
257,0.1307319439031069,3.125e-05,0.1275496929883957
258,0.13072492549230424,3.125e-05,0.12754932045936584
259,0.1307174213408499,3.125e-05,0.12755396962165833
260,0.130710560810839,3.125e-05,0.12754987180233002
261,0.1307035565137892,3.125e-05,0.12754696607589722
262,0.13069730828948606,3.125e-05,0.127549409866333
263,0.1306906205919956,3.125e-05,0.12754754722118378
264,0.13068524334065454,3.125e-05,0.1275516152381897
265,0.13067600056086578,3.125e-05,0.12754510343074799
266,0.13066796019516227,3.125e-05,0.1275416761636734
267,0.13066106766133637,3.125e-05,0.12753422558307648
268,0.1306546813714809,3.125e-05,0.12753815948963165
269,0.13064682973636135,3.125e-05,0.12752681970596313
270,0.13064034199363578,3.125e-05,0.12753017246723175
271,0.13063257200698278,3.125e-05,0.12751974165439606
272,0.1306258090054421,3.125e-05,0.12752509117126465
273,0.13061782037210587,3.125e-05,0.12750381231307983
274,0.1306108562960912,3.125e-05,0.1275227814912796
275,0.13060282649899696,3.125e-05,0.1275085210800171
276,0.13059580253479827,3.125e-05,0.1275119036436081
277,0.13058891512996254,3.125e-05,0.12751443684101105
278,0.13058243203944775,3.125e-05,0.12751404941082
279,0.1305745641143665,3.125e-05,0.12749382853507996
280,0.1305682133409619,3.125e-05,0.12749770283699036
281,0.1305610180125065,3.125e-05,0.12749287486076355
282,0.13055496673781342,3.125e-05,0.12749387323856354
283,0.13054664979131564,3.125e-05,0.1274813711643219
284,0.1305397928479859,3.125e-05,0.1274915486574173
285,0.13053219139561512,3.125e-05,0.12747398018836975
286,0.13052583935079887,3.125e-05,0.12748369574546814
287,0.13051803123805034,3.125e-05,0.12747260928153992
288,0.13051145011158427,3.125e-05,0.1274779886007309
289,0.13050380054061708,3.125e-05,0.1274590939283371
290,0.13049788160109402,3.125e-05,0.12746910750865936
291,0.1304901881447533,3.125e-05,0.12744249403476715
292,0.130483688334453,3.125e-05,0.1274585872888565
293,0.13047651643500793,3.125e-05,0.12744523584842682
294,0.13047067286093847,3.125e-05,0.12746009230613708
295,0.13046304624039626,3.125e-05,0.1274433434009552
296,0.13045610062152224,3.125e-05,0.12745362520217896
297,0.130449042033028,3.125e-05,0.12743216753005981
298,0.13044276315578474,3.125e-05,0.1274479329586029
299,0.13036987873376926,1.5625e-05,0.12736496329307556
